ObjectId(62848fb672c0ad6a3b118eb7),3889869,آپارتمان,"
اشرفی اصفهانی شهرك نفت
",1401/02/28,2,2,115,60000000,6900000000
ObjectId(62848fb972c0ad6a3b118eb8),3837743,مستغلات,"
جنت آباد 35متری لاله
",1401/02/28,0,22,1210,160000000,1.36E+11
ObjectId(62848fbd72c0ad6a3b118eb9),3889868,آپارتمان,"
نیاوران كاشانك
",1401/02/28,1,3,201,100000000,20100000000
ObjectId(62848fc272c0ad6a3b118eba),3588270,مغازه,"
كریم خان نرسیده به چهارراه حافظ
",1401/02/28,0,0,40,250000000,22500000000
ObjectId(62848fc672c0ad6a3b118ebb),3884747,کلنگی,"
سهروردی شمالی نرسیده به خ هویزه
",1401/02/28,0,0,400,150000000,29250000000
ObjectId(62848fc872c0ad6a3b118ebc),3818839,آپارتمان,"
اشرفی اصفهانی باغ فیض خ باهنر
",1401/02/28,23,2,110,75000000,8250000000
ObjectId(62848fcb72c0ad6a3b118ebd),3572951,آپارتمان,"
دربند میدان امام زاده قاسم
",1401/02/28,3,2,91,50000000,4550000000
ObjectId(62848fce72c0ad6a3b118ebe),3880316,مستغلات,"
هنگام شمیران نو خ یازدهم
",1401/02/28,0,1,68,39000000,1950000000
ObjectId(62848fd172c0ad6a3b118ebf),3175084,مستغلات,"
دزاشیب خ كریمی
",1401/02/28,0,0,124,276923000,18000000000
ObjectId(62848fd472c0ad6a3b118ec0),3889867,آپارتمان,"
هنگام شمیران نو خ ششم
",1401/02/28,23,0,120,22500000,2700000000
ObjectId(62848fd672c0ad6a3b118ec1),3822300,کلنگی,"
جنت آباد شمالی آبشناسان جنب پمپ بنزین
",1401/02/28,0,0,204,165562000,25000000000
ObjectId(62848fd872c0ad6a3b118ec2),3589931,مغازه,"
قیطریه چیذر
",1401/02/28,0,0,57,308339000,22000000000
ObjectId(62848fda72c0ad6a3b118ec3),3889866,آپارتمان,"
مفتح شمالی خ شایگان
",1401/02/28,0,2,100,60000000,6000000000
ObjectId(62848fdd72c0ad6a3b118ec4),3784847,کلنگی,"
اشرفی اصفهانی باغ فیض خ 22 بهمن
",1401/02/28,0,10,350,95000000,19950000000
ObjectId(62848fdf72c0ad6a3b118ec5),3755939,کلنگی,"
قیطریه چیذر خ هاشمی
",1401/02/28,0,12,500,130813000,45000000000
ObjectId(62848fe172c0ad6a3b118ec6),3836987,آپارتمان,"
میرداماد خ ساسانی پور
",1401/02/28,1,3,138,90000000,12420000000
ObjectId(62848fe472c0ad6a3b118ec7),3495270,ویلا,"
دربند گلابدره
",1401/02/28,0,0,80,76923000,60000000000
ObjectId(62848fe672c0ad6a3b118ec8),3853429,کلنگی,"
فرمانیه بلوار اندرزگو
",1401/02/28,0,0,150,232786000,17000000000
ObjectId(62848fe972c0ad6a3b118ec9),3878958,آپارتمان,"
میرداماد نرسیده به خ گل نبی
",1401/02/28,5,1,82,80000000,6560000000
ObjectId(62848feb72c0ad6a3b118eca),3833717,مستغلات,"
تهرانپارس خ استخر خ 20متری بختیاری
",1401/02/28,0,3,270,61530000,7200000000
ObjectId(62848fed72c0ad6a3b118ecb),3883319,آپارتمان,"
میرزای شیرازی خ دوم
",1401/02/28,3,2,118,33898000,4000000000
ObjectId(62848ff072c0ad6a3b118ecc),3889865,مستغلات,"
جشنواره خ احسان
",1401/02/28,0,2,200,42500000,5100000000
ObjectId(62848ff272c0ad6a3b118ecd),3805891,مستغلات,"
ستاری پیامبر مركزی خ صبح دوست
",1401/02/28,0,6,370,120000000,39000000000
ObjectId(62848ff472c0ad6a3b118ece),3878389,اداری,"
میرداماد میدان مادر
",1401/02/28,0,0,120,100000000,12000000000
ObjectId(62848ff772c0ad6a3b118ecf),3736134,آپارتمان,"
شمس آباد نرسیده به خ 16متری اول
",1401/02/28,1,2,120,45000000,5400000000
ObjectId(62848ff972c0ad6a3b118ed0),3830607,مستغلات,"
تهرانپارس بین فلكه سوم وچهارم خ 210
",1401/02/28,0,12,720,110000000,45760000000
ObjectId(62848ffc72c0ad6a3b118ed1),3827976,آپارتمان,"
ظفر خ نفت
",1401/02/28,3,3,170,55000000,9350000000
ObjectId(62848ffe72c0ad6a3b118ed2),3831561,مستغلات,"
تهرانپارس شرقی بلوار پروین خ 196 شرقی خ داریوش سلطانی
",1401/02/28,0,3,155,60760000,3950000000
ObjectId(6284900172c0ad6a3b118ed3),3837320,اداری,"
ولیعصر بالاتر از پارك ساعی نرسیده به توانیر
",1401/02/28,2,2,82,51830000,4250000000
ObjectId(6284900372c0ad6a3b118ed4),3831150,آپارتمان,"
مجیدیه جنوبی انتهای خ استاد حسن بنا جنوبی
",1401/02/28,4,2,80,25000000,2000000000
ObjectId(6284900572c0ad6a3b118ed5),3561881,مستغلات,"
جشنواره خ زهدی خ سلیمی
",1401/02/28,0,2,110,34660000,2600000000
ObjectId(6284900872c0ad6a3b118ed6),3822530,کلنگی,"
جردن نرسیده به خ فرزان
",1401/02/28,0,0,550,175000000,83125000000
ObjectId(6284900a72c0ad6a3b118ed7),3818776,کلنگی,"
تهرانپارس فلكه 1
",1401/02/28,0,0,0,120000000,66240000000
ObjectId(6284900c72c0ad6a3b118ed8),3889861,آپارتمان,"
شریعتی بالاتراز پلیس
",1401/02/28,1,1,46,44560000,2050000000
ObjectId(6284900f72c0ad6a3b118ed9),3091124,مستغلات,"
تهرانپارس خ عادل
",1401/02/28,0,12,780,130000000,62400000000
ObjectId(6284901272c0ad6a3b118eda),3889860,آپارتمان,"
مفتح شمالی خ شایگان
",1401/02/28,0,2,115,60000000,6900000000
ObjectId(6284901472c0ad6a3b118edb),3889859,آپارتمان,"
گلبرگ غربی نرسیده به خ رحمتی
",1401/02/28,2,1,61,41803000,2550000000
ObjectId(6284901672c0ad6a3b118edc),3889858,اداری,"
بلوارمرزداران بلواردانش
",1401/02/28,3,1,90,80000000,7200000000
ObjectId(6284901872c0ad6a3b118edd),3740843,اداری,"
جردن نرسیده به خ سعیدی
",1401/02/28,1,1,62,79032000,4900000000
ObjectId(6284901b72c0ad6a3b118ede),3889857,آپارتمان,"
ولیعصر بالاترازمیدان
",1401/02/28,5,2,88,57000000,5016000000
ObjectId(6284901d72c0ad6a3b118edf),3883325,تجاری,"
جردن نرسیده به چهارراه ظفر
",1401/02/28,0,0,130,1538461000,2.00E+11
ObjectId(6284901f72c0ad6a3b118ee0),3889856,آپارتمان,"
نارمك نرسیده به میدان هشتم
",1401/02/28,3,2,74,46620000,3450000000
ObjectId(6284902272c0ad6a3b118ee1),3130568,مستغلات,"
جشنواره خ رضامیوه
",1401/02/28,0,2,100,52840000,6500000000
ObjectId(6284902472c0ad6a3b118ee2),3452294,کلنگی,"
تهرانپارس خ بهار خ 113
",1401/02/28,0,0,0,111110000,25000000000
ObjectId(6284902872c0ad6a3b118ee3),3889855,مغازه,"
نارمك خ 46 متری شرقی
",1401/02/28,0,0,20,175000000,3500000000
ObjectId(6284902b72c0ad6a3b118ee4),3783715,اداری,"
تهرانپارس بین 135و137
",1401/02/28,3,1,50,30000000,1500000000
ObjectId(6284902e72c0ad6a3b118ee5),3889852,کلنگی,"
بزرگراه رسالت میدان 47
",1401/02/28,0,4,112,66265000,5500000000
ObjectId(6284903072c0ad6a3b118ee6),2501660,مغازه,"
انقلاب نجات الهی جنوبی
",1401/02/28,0,0,75,277777000,25000000000
ObjectId(6284903372c0ad6a3b118ee7),3889851,آپارتمان,"
پیروزی خ پرستار
",1401/02/28,4,1,44,29772000,1310000000
ObjectId(6284903672c0ad6a3b118ee8),3889850,آپارتمان,"
جشنواره خ احسان
",1401/02/28,2,2,60,22500000,1350000000
ObjectId(6284903872c0ad6a3b118ee9),3882965,مغازه,"
شریعتی روبروی مترو شریعتی
",1401/02/28,2,0,12,95840000,1150000000
ObjectId(6284903c72c0ad6a3b118eea),3889849,آپارتمان,,1401/02/28,3,1,60,55840000,1000000000
ObjectId(6284903e72c0ad6a3b118eeb),3878434,اداری,"
شریعتی روبروی مترو قلهك
",1401/02/28,4,1,85,110000000,9350000000
ObjectId(6284904172c0ad6a3b118eec),3558965,مغازه,,1401/02/28,0,0,30,45840000,5584000000
ObjectId(6284904372c0ad6a3b118eed),3820880,آپارتمان,"
آزادی بین یادگار و شادمان
",1401/02/28,4,2,130,48000000,6240000000
ObjectId(6284904572c0ad6a3b118eee),3889848,آپارتمان,"
تهرانپارس خ 182غربی
",1401/02/28,3,2,85,45000000,3825000000
ObjectId(6284904772c0ad6a3b118eef),3185744,اداری,"
شریعتی نرسیده به میدان قدس
",1401/02/28,1,3,152,130000000,19760000000
ObjectId(6284904d72c0ad6a3b118ef0),3791945,کلنگی,"
تجریش خ فناخسرو
",1401/02/28,0,0,1900,210000000,3.93E+11
ObjectId(6284904f72c0ad6a3b118ef1),3590376,مغازه,"
تجریش خ غلام جعفری
",1401/02/28,0,0,18,372230000,6700000000
ObjectId(6284905272c0ad6a3b118ef2),3889847,آپارتمان,,1401/02/28,4,2,80,547841000,6000000000
ObjectId(6284905472c0ad6a3b118ef3),3889846,آپارتمان,"
حكیمیه خانه گستر
",1401/02/28,2,2,110,26360000,2900000000
ObjectId(6284905672c0ad6a3b118ef4),3816439,آپارتمان,"
پیروزی خ پرواز
",1401/02/28,2,1,57,31578000,1800000000
ObjectId(6284905872c0ad6a3b118ef5),3889845,اداری,"
اقدسیه خ موحددانش بالاتراز میدان ارتش
",1401/02/28,2,2,84,90000000,7560000000
ObjectId(6284905b72c0ad6a3b118ef6),3889844,آپارتمان,"
گلبرگ غربی خ گلستان روبه روی پارك فدك
",1401/02/28,3,3,120,31666000,3800000000
ObjectId(6284905d72c0ad6a3b118ef7),3826766,آپارتمان,"
پیروزی خ زینتی افخم
",1401/02/28,3,2,65,21538000,1400000000
ObjectId(6284905f72c0ad6a3b118ef8),3828096,اداری,"
بخارست نرسیده به كوچه چهارم
",1401/02/28,1,3,200,80000000,16000000000
ObjectId(6284906272c0ad6a3b118ef9),3889843,آپارتمان,"
پیروزی خ محصل
",1401/02/28,3,2,67,38805000,2600000000
ObjectId(6284906572c0ad6a3b118efa),3837714,آپارتمان,"
تهرانپارس خ 198غربی
",1401/02/28,3,2,60,31660000,1900000000
ObjectId(6284906772c0ad6a3b118efb),3889842,آپارتمان,"
تهران نو خ یونسیان
",1401/02/28,1,1,55,31818000,1750000000
ObjectId(6284906a72c0ad6a3b118efc),3561445,اداری,"
نارمك نبش چهارراه سرسبز
",1401/02/28,0,3,90,35555000,3200000000
ObjectId(6284906c72c0ad6a3b118efd),3889840,آپارتمان,"
پیروزی میدان شكوفه
",1401/02/28,4,1,60,33333000,2000000000
ObjectId(6284906e72c0ad6a3b118efe),3883659,اداری,"
ونك خ خدامی
",1401/02/28,4,2,110,70000000,7700000000
ObjectId(6284907172c0ad6a3b118eff),3883327,اداری,"
گاندی جنوبی نرسیده به بیمارستان گاندی
",1401/02/28,4,1,86,65000000,5590000000
ObjectId(6284907372c0ad6a3b118f00),3889837,کلنگی,"
وحیدیه خ زركش ك هاشمی
",1401/02/28,0,0,0,39215000,2000000000
ObjectId(6284907572c0ad6a3b118f01),3883326,اداری,"
ملاصدرا شیراز جنوبی
",1401/02/28,2,1,77,89918000,6923700000
ObjectId(6284907772c0ad6a3b118f02),3271611,آپارتمان,"
پیروزی خ نبرد شمالی
",1401/02/28,4,2,76,28947000,2200000000
ObjectId(6284907972c0ad6a3b118f03),3785267,زمین,"
نیاوران خ بوكان
",1401/02/28,0,0,0,31578000,6000000000
ObjectId(6284907c72c0ad6a3b118f04),3889836,کلنگی,"
نارمك خ سمنگان
",1401/02/28,0,0,150,74074000,8000000000
ObjectId(6284907e72c0ad6a3b118f05),3298494,اداری,"
تجریش نرسیده به بیمارستان شهدای تجریش
",1401/02/28,3,2,42,250000000,10500000000
ObjectId(6284908172c0ad6a3b118f06),3889835,آپارتمان,"
دماوند بالاتر از چهارراه خاقانی
",1401/02/28,3,3,177,45000000,7965000000
ObjectId(6284908372c0ad6a3b118f07),3889834,آپارتمان,,1401/02/28,0,1,64,50000000,2500000000
ObjectId(6284908672c0ad6a3b118f08),3602451,آپارتمان,"
سعادت آباد نرسیده به خ هفتم
",1401/02/28,1,3,270,200000000,54000000000
ObjectId(6284908a72c0ad6a3b118f09),3889832,آپارتمان,"
لویزان خ فرشادی
",1401/02/28,4,1,50,50000000,2500000000
ObjectId(6284908c72c0ad6a3b118f0a),3889831,آپارتمان,"
بخارست ك مقدسی
",1401/02/28,4,2,81,59259000,4800000000
ObjectId(6284908f72c0ad6a3b118f0b),3889830,آپارتمان,"
مطهری خ لارستان
",1401/02/28,1,3,150,65000000,9750000000
ObjectId(6284909272c0ad6a3b118f0c),3448689,آپارتمان,"
پیروزی خ دهم فروردین
",1401/02/28,1,2,116,30172000,3500000000
ObjectId(6284909572c0ad6a3b118f0d),3889829,آپارتمان,"
تهرانپارس بلوارپروین
",1401/02/28,3,1,57,28940000,1650000000
ObjectId(6284909772c0ad6a3b118f0e),3889828,آپارتمان,"
نارمك خ 46 متری غربی خ گلدار
",1401/02/28,2,3,150,41666000,6250000000
ObjectId(6284909972c0ad6a3b118f0f),3889827,آپارتمان,"
پیروزی بلوار ابوذر پل سوم
",1401/02/28,3,2,74,23513000,1740000000
ObjectId(6284909c72c0ad6a3b118f10),3817969,آپارتمان,"
بلوار فردوس غرب پروانه شمالی
",1401/02/28,3,3,115,65217000,7500000000
ObjectId(6284909f72c0ad6a3b118f11),3743123,آپارتمان,"
تهرانپارس فلكه اول گلبرگ
",1401/02/28,0,1,57,54380000,3100000000
ObjectId(628490a172c0ad6a3b118f12),3889826,آپارتمان,"
گلبرگ غربی خ گلستان ك توكلی نیا
",1401/02/28,3,2,93,40860000,3800000000
ObjectId(628490a472c0ad6a3b118f13),3889825,آپارتمان,,1401/02/28,1,1,64,54380000,3100000000
ObjectId(628490a672c0ad6a3b118f14),3803713,آپارتمان,"
هنگام شمیران نو خ نونوار
",1401/02/28,2,2,75,13333000,1000000000
ObjectId(628490a972c0ad6a3b118f15),3603176,آپارتمان,,1401/02/28,4,1,70,13333000,1000000000
ObjectId(628490ab72c0ad6a3b118f16),3878903,مستغلات,"
بزرگراه رسالت خ كرمان
",1401/02/28,0,2,130,60000000,13020000000
ObjectId(628490ae72c0ad6a3b118f17),3822747,آپارتمان,"
بلوار فردوس غرب بهار شمالی
",1401/02/28,11,2,100,60000000,6000000000
ObjectId(628490b072c0ad6a3b118f18),3856206,آپارتمان,"
آیت الله كاشانی خ اباذر
",1401/02/28,1,3,135,45000000,6075000000
ObjectId(628490b372c0ad6a3b118f19),3885789,آپارتمان,"
شهرزیبا خ آلاله شرقی خ فرساد شرقی
",1401/02/28,1,2,109,44036000,4800000000
ObjectId(628490b572c0ad6a3b118f1a),3889824,اداری,"
میدان رسالت نرسیده به خ خاندل
",1401/02/28,1,0,35,44280000,1550000000
ObjectId(628490b772c0ad6a3b118f1b),3740657,آپارتمان,"
گلبرگ شرقی خ دردشت
",1401/02/28,4,1,60,45000000,2700000000
ObjectId(628490ba72c0ad6a3b118f1c),3889823,آپارتمان,"
سبلان شمالی خ محسن آزادی
",1401/02/28,2,1,48,35416000,1700000000
ObjectId(628490bc72c0ad6a3b118f1d),2366846,آپارتمان,"
سبلان شمالی نرسیده به ك كرمی كامكار
",1401/02/28,4,2,90,27777000,2500000000
ObjectId(628490be72c0ad6a3b118f1e),3816136,آپارتمان,"
سراج خ گلستان
",1401/02/28,1,2,89,28500000,2536500000
ObjectId(628490c172c0ad6a3b118f1f),3818729,آپارتمان,"
گلبرگ شرقی خ دردشت
",1401/02/28,4,2,100,45000000,4500000000
ObjectId(628490c372c0ad6a3b118f20),3889822,آپارتمان,"
گلبرگ غربی خ صفائی
",1401/02/28,1,1,44,30681000,1350000000
ObjectId(628490c672c0ad6a3b118f21),3889820,آپارتمان,,1401/02/28,2,1,52,30681000,4500000000
ObjectId(628490c872c0ad6a3b118f22),3889819,آپارتمان,"
پیروزی خ افراسیابی
",1401/02/28,4,1,50,27600000,1380000000
ObjectId(628490ca72c0ad6a3b118f23),3889817,آپارتمان,"
پیروزی خ پیچك
",1401/02/28,3,1,42,21904000,920000000
ObjectId(628490cc72c0ad6a3b118f24),3889816,آپارتمان,"
بلوار فردوس غرب لاله جنوبی 15
",1401/02/28,1,2,87,48270000,4200000000
ObjectId(628490cf72c0ad6a3b118f25),3889814,آپارتمان,,1401/02/28,2,1,42,21904000,920000000
ObjectId(628490d172c0ad6a3b118f26),3889813,آپارتمان,"
تهران نو خ اشراقی
",1401/02/28,4,2,79,31012000,2450000000
ObjectId(628490d472c0ad6a3b118f27),3889812,آپارتمان,,1401/02/28,2,1,56,48270000,920000000
ObjectId(628490d772c0ad6a3b118f28),3889811,آپارتمان,,1401/02/28,3,2,102,29787000,1400000000
ObjectId(628490d972c0ad6a3b118f29),3889810,آپارتمان,"
سبلان شمالی خ حقیقت پسند
",1401/02/28,3,1,47,29787000,1400000000
ObjectId(628490dd72c0ad6a3b118f2a),3889808,آپارتمان,"
ستارخان خ بهبودی
",1401/02/28,2,3,130,48460000,6300000000
ObjectId(628490e072c0ad6a3b118f2b),3805820,آپارتمان,,1401/02/28,0,1,71,35560000,1458000000
ObjectId(628490e372c0ad6a3b118f2c),3889807,آپارتمان,"
پیروزی خ نبرد شمالی
",1401/02/28,3,1,41,35560000,1458000000
ObjectId(628490e672c0ad6a3b118f2d),3654883,آپارتمان,"
پیچ شمیران خ صفی علی شاه
",1401/02/28,4,2,73,23280000,1700000000
ObjectId(628490e972c0ad6a3b118f2e),3889805,آپارتمان,"
صادقیه خ اسدی جنوبی
",1401/02/28,4,2,88,38863000,3420000000
ObjectId(628490ec72c0ad6a3b118f2f),3889804,آپارتمان,"
ستارخان خ بهبودی
",1401/02/28,0,2,88,30113000,2650000000
ObjectId(628490ee72c0ad6a3b118f30),3835689,آپارتمان,"
پیروزی بلوار ابوذر پل دوم
",1401/02/28,1,2,116,33000000,3828000000
ObjectId(628490f172c0ad6a3b118f31),3889803,آپارتمان,"
معلم مرودشت
",1401/02/28,1,3,160,32000000,5120000000
ObjectId(628490f472c0ad6a3b118f32),3889801,آپارتمان,"
جشنواره خ زهدی
",1401/02/28,6,2,65,31530000,2050000000
ObjectId(628490f672c0ad6a3b118f33),3889800,آپارتمان,"
تهرانپارس خ 196شرقی بین خیری و مظفری
",1401/02/28,0,1,61,31960000,1950000000
ObjectId(628490f972c0ad6a3b118f34),3889799,آپارتمان,"
جشنواره خ امین
",1401/02/28,5,2,89,32580000,2900000000
ObjectId(628490fb72c0ad6a3b118f35),3828902,آپارتمان,"
پیروزی بلوار ابوذر نرسیده به پل سوم
",1401/02/28,3,2,83,20240000,1680000000
ObjectId(628490fd72c0ad6a3b118f36),3889797,آپارتمان,"
تهرانپارس ضلع شرقی میدان پروین
",1401/02/28,2,2,68,33820000,2300000000
ObjectId(6284910072c0ad6a3b118f37),3889796,آپارتمان,"
پیروزی خ نبرد شمالی
",1401/02/28,1,1,51,25000000,1275000000
ObjectId(6284910372c0ad6a3b118f38),3889795,آپارتمان,"
مجیدیه جنوبی خ همائی
",1401/02/28,4,2,70,32857000,2300000000
ObjectId(6284910572c0ad6a3b118f39),3786657,آپارتمان,"
مجیدیه شمالی نرسیده به خ ابوالحسنی
",1401/02/28,1,1,60,40000000,2400000000
ObjectId(6284910772c0ad6a3b118f3a),3843114,آپارتمان,"
شمس آباد خ شهید كرد
",1401/02/28,3,2,70,35714000,2500000000
ObjectId(6284910972c0ad6a3b118f3b),3889793,آپارتمان,"
مجیدیه جنوبی خ اثنی عشری
",1401/02/28,3,1,48,40000000,1920000000
ObjectId(6284910c72c0ad6a3b118f3c),3889792,آپارتمان,"
شمس آباد بلوار بیژن
",1401/02/28,6,1,85,44000000,3740000000
ObjectId(6284910e72c0ad6a3b118f3d),3889791,آپارتمان,"
پلیس كلیم كاشانی
",1401/02/28,4,1,44,38000000,1672000000
ObjectId(6284911072c0ad6a3b118f3e),3889790,آپارتمان,"
بنی هاشم خ افشاری خ حافظ شرقی
",1401/02/28,2,2,98,60204000,5900000000
ObjectId(6284911372c0ad6a3b118f3f),3889789,آپارتمان,"
نارمك خ 46 متری شرقی
",1401/02/28,3,2,97,44000000,4268000000
ObjectId(6284911572c0ad6a3b118f40),3889788,آپارتمان,"
پیروزی خ دهم فروردین
",1401/02/28,2,2,100,29000000,2900000000
ObjectId(6284911872c0ad6a3b118f41),3889787,آپارتمان,"
تهران نو خ شورا
",1401/02/28,3,1,60,29916000,1795000000
ObjectId(6284911a72c0ad6a3b118f42),3803777,کلنگی,"
آپادانا خ خرمشهر
",1401/02/28,0,0,500,160000000,67200000000
ObjectId(6284911c72c0ad6a3b118f43),3889786,آپارتمان,"
مجیدیه شمالی خ منصوری
",1401/02/28,3,2,80,47000000,3760000000
ObjectId(6284911f72c0ad6a3b118f44),3885437,آپارتمان,"
پیروزی خ نرسیده به نجارمحمودی
",1401/02/28,1,2,89,24943000,2220000000
ObjectId(6284912272c0ad6a3b118f45),3889784,آپارتمان,"
تهرانپارس خ استخر
",1401/02/28,4,3,151,33770000,5100000000
ObjectId(6284912472c0ad6a3b118f46),3889783,آپارتمان,"
سهروردی شمالی نرسیده به ك مهاجر
",1401/02/28,2,2,90,55555000,5000000000
ObjectId(6284912772c0ad6a3b118f47),3889782,آپارتمان,"
خواجه عبداله خ ابوذر غفاری
",1401/02/28,3,2,100,49000000,4900000000
ObjectId(6284912972c0ad6a3b118f48),3830561,آپارتمان,"
مجیدیه جنوبی خ حاجی پور
",1401/02/28,1,2,90,35000000,3150000000
ObjectId(6284912b72c0ad6a3b118f49),3784404,آپارتمان,"
خواجه نظام خ اجاره دار
",1401/02/28,2,1,53,21698000,1150000000
ObjectId(6284912e72c0ad6a3b118f4a),3889781,آپارتمان,"
نامجو بالاتراز قجاوند
",1401/02/28,4,2,95,30000000,2850000000
ObjectId(6284913072c0ad6a3b118f4b),3889780,آپارتمان,"
شمس آباد میدان بهشتی
",1401/02/28,5,2,84,41071000,3450000000
ObjectId(6284913272c0ad6a3b118f4c),3821957,آپارتمان,"
سهروردی شمالی خ اندیشه
",1401/02/28,1,2,69,37101000,2560000000
ObjectId(6284913572c0ad6a3b118f4d),3889779,آپارتمان,"
صادقیه خ اسدی شمالی
",1401/02/28,3,2,133,37593000,5000000000
ObjectId(6284913772c0ad6a3b118f4e),3889778,آپارتمان,"
شمس آباد میدان بهشتی
",1401/02/28,4,2,75,41333000,3100000000
ObjectId(6284913a72c0ad6a3b118f4f),3462269,آپارتمان,"
مجیدیه جنوبی خ مهدوی
",1401/02/28,1,2,94,27659000,2600000000
ObjectId(6284913c72c0ad6a3b118f50),3889775,آپارتمان,"
فرجام خ اردیبهشت جنوبی
",1401/02/28,1,2,76,35000000,2660000000
ObjectId(6284913e72c0ad6a3b118f51),3788572,اداری,"
شریعتی نرسیده به پل صدر
",1401/02/28,3,4,153,105000000,16065000000
ObjectId(6284914072c0ad6a3b118f52),3889773,آپارتمان,"
تهرانپارس بین تیرانداز و فلكه اول
",1401/02/28,4,2,100,38000000,3800000000
ObjectId(6284914372c0ad6a3b118f53),2935929,آپارتمان,"
یوسف آباد جهان آرا
",1401/02/28,4,3,181,71823000,13000000000
ObjectId(6284914572c0ad6a3b118f54),3889771,آپارتمان,"
تهرانپارس شرقی بلوار پروین بین 135و137
",1401/02/28,2,2,74,30670000,2270000000
ObjectId(6284914772c0ad6a3b118f55),3889770,آپارتمان,"
هروی ساقدوش
",1401/02/28,2,2,110,53636000,5900000000
